Date,Open,High,Low,Close,Adj Close,Volume,OpenA,HighA,LowA,CloseA,Adj CloseA,VolumeA,OpenB,HighB,LowB,CloseB,Adj CloseB,VolumeB,OpenC,HighC,LowC,CloseC,Adj CloseC,VolumeC
2020-06-08,919,950,909.159973,949.919983,949.919983,14174700,2500.199951,2530,2487.340088,2524.060059,2524.060059,3970700,3099.98999,3298.100098,3010.01001,3193.550049,3193.550049,1100,1846.599976,1871.969971,1825.569946,1840.910034,1840.910034,672000
2020-06-09,940.01001,954.440002,923.929993,940.669983,940.669983,11388200,2529.439941,2626.429932,2525,2600.860107,2600.860107,5176000,3279.97998,3279.97998,3138,3146.379883,3146.379883,700,1808.069946,1818.339966,1770,1777.969971,1777.969971,450400
2020-06-10,991.880005,1027.47998,982.5,1025.050049,1025.050049,18563400,2645,2722.350098,2626.26001,2647.449951,2647.449951,4946000,3224.98999,3224.98999,3123.370117,3150,3150,500,1791.949951,1793,1717.719971,1733.310059,1733.310059,536400
2020-06-11,990.200012,1018.960022,972,972.840027,972.840027,15916500,2603.5,2671.379883,2536.22998,2557.959961,2557.959961,5800100,3122,3137.939941,3030.01001,3079.959961,3079.959961,700,1655.849976,1656.76001,1576.569946,1588.369995,1588.369995,920100
2020-06-12,980,987.97998,912.599976,935.280029,935.280029,16730200,2601.209961,2621.47998,2503.350098,2545.02002,2545.02002,5429600,3110.5,3140,3060,3093.209961,3093.209961,600,1653.569946,1663.98999,1572.839966,1623.920044,1623.920044,489400
2020-06-15,917.789978,998.840027,908.5,990.900024,990.900024,15697200,2526.600098,2584,2508,2572.679932,2572.679932,3865100,3003.050049,3148.449951,3003.050049,3050.120117,3050.120117,900,1567.660034,1664.930054,1555.01001,1650.670044,1650.670044,409800
2020-06-16,1011.849976,1012.880005,962.390015,982.130005,982.130005,14051100,2620,2620,2576,2615.27002,2615.27002,3585600,3136,3149.149902,3066,3130,3130,300,1716.319946,1721.849976,1641.75,1673.73999,1673.73999,454600
2020-06-17,987.710022,1005,982.570007,991.789978,991.789978,9869400,2647.5,2655,2631.820068,2640.97998,2640.97998,2951100,3138,3210.02002,3075.01001,3111.939941,3111.939941,600,1677.920044,1678.579956,1626.01001,1638.23999,1638.23999,355000
2020-06-18,1003,1019.200012,994.469971,1003.960022,1003.960022,9751900,2647.01001,2659.639893,2636.110107,2653.97998,2653.97998,2487800,3103.169922,3169.98999,3080.72998,3080.72998,3080.72998,700,1622.400024,1658,1590.930054,1628.349976,1628.349976,546600
2020-06-19,1012.780029,1015.969971,991.340027,1000.900024,1000.900024,8679700,2678.080078,2697.429932,2659,2675.01001,2675.01001,5777000,3076.01001,3136.060059,3075.899902,3087.01001,3087.01001,800,1654,1657.48999,1600,1626.910034,1626.910034,754200
2020-06-22,999.950012,1008.880005,990.02002,994.320007,994.320007,6362400,2684.5,2715,2669,2713.820068,2713.820068,3208800,3122.5,3150,3092.01001,3109.300049,3109.300049,600,1609.73999,1636.290039,1593.869995,1633.52002,1633.52002,333900
2020-06-23,998.880005,1012,994.01001,1001.780029,1001.780029,6365300,2726.02002,2783.110107,2718.040039,2764.409912,2764.409912,4231700,3164.98999,3164.98999,3044.370117,3051,3051,1600,1652.300049,1678.5,1640,1677.099976,1677.099976,363300
2020-06-24,994.109985,1000.880005,953.140015,960.849976,960.849976,10959600,2780,2796,2721,2734.399902,2734.399902,4526600,3094.97998,3094.97998,3000.02002,3000.02002,3000.02002,500,1660.709961,1669.77002,1582,1610.329956,1610.329956,597300
2020-06-25,954.27002,985.97998,937.150024,985.97998,985.97998,9254500,2739.550049,2756.22998,2712.139893,2754.580078,2754.580078,2968700,3005.01001,3017.5,2951.02002,2973.550049,2973.550049,600,1585.810059,1623.969971,1561.719971,1615.390015,1615.390015,498600
2020-06-26,994.780029,995,954.869995,959.73999,959.73999,8854900,2775.060059,2782.570068,2688,2692.870117,2692.870117,6500800,2986,2987.899902,2927.5,2952.469971,2952.469971,2000,1597.300049,1611.709961,1532.829956,1541.25,1541.25,601700
2020-06-29,969.01001,1010,948.52002,1009.349976,1009.349976,9026400,2690.01001,2696.800049,2630.080078,2680.379883,2680.379883,4223400,2997,3000.75,2922.219971,3000.75,3000.75,900,1567.77002,1595.300049,1540.47998,1593.219971,1593.219971,365800
2020-06-30,1006.5,1087.689941,1003.72998,1079.810059,1079.810059,16918500,2685.070068,2769.629883,2675.030029,2758.820068,2758.820068,3769700,3033,3033,2933.48999,2933.820068,2933.820068,700,1583.900024,1603.23999,1566.420044,1592.339966,1592.339966,293600
2020-07-01,1083,1135.329956,1080.5,1119.630005,1119.630005,13198300,2757.98999,2895,2754,2878.699951,2878.699951,6353900,2936.939941,2992.51001,2901.02002,2901.02002,2901.02002,700,1606.050049,1670,1601.140015,1658.790039,1658.790039,538800
