Date,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close1,Volume,Open,High,Low,Close,Adj Close2,Volume,Open,High,Low,Close,Adj Close3,Volume
2019-12-17,279.570007,281.769989,278.799988,280.410004,278.990875,28539600,307.359985,316.799988,306.600006,315.480011,315.480011,10427100,198.839996,199,196.130005,198.389999,198.389999,10175700,378.98999,385.5,375.899994,378.98999,378.98999,8496800
2019-12-18,279.799988,281.899994,279.119995,279.73999,278.324249,29007100,316.26001,325.359985,315.600006,320.799988,320.799988,11207400,200.089996,204.300003,200.089996,202.5,202.5,23274400,380.630005,395.220001,380.579987,393.149994,393.149994,14121000
2019-12-19,279.5,281.179993,278.950012,280.019989,278.602814,24592300,324.5,332.829987,324.179993,332.220001,332.220001,9822300,202.779999,206.300003,202.509995,206.059998,206.059998,16514600,397.320007,406.850006,396.5,404.040009,404.040009,18107100
2019-12-20,282.230011,282.649994,278.559998,279.440002,278.025757,68994500,335,338,330.600006,336.899994,336.899994,9914900,207.479996,207.710007,203.429993,206.300003,206.300003,27306900,410.290009,413,400.190002,405.589996,405.589996,14752700
2019-12-23,280.529999,284.25,280.369995,284,282.562683,24643000,337.76001,337.950012,331.019989,333.100006,333.100006,5765300,206.699997,208.589996,205.679993,206.179993,206.179993,13348900,411.779999,422.01001,410,419.220001,419.220001,13319600
2019-12-24,284.690002,284.890015,282.920013,284.269989,282.831299,12119700,334.01001,335.700012,331.600006,333.200012,333.200012,2019300,206.300003,206.789993,205,205.119995,205.119995,6046300,418.359985,425.470001,412.690002,425.25,425.25,8054700
2019-12-26,284.820007,289.980011,284.700012,289.910004,288.44278,23280300,334.600006,336.459991,332.01001,332.630005,332.630005,3589900,205.570007,207.820007,205.309998,207.789993,207.789993,9350700,427.910004,433.480011,426.350006,430.940002,430.940002,10633900
2019-12-27,291.119995,293.970001,288.119995,289.799988,288.333313,36566500,332.959991,333.820007,326.01001,329.089996,329.089996,5036100,208.669998,208.929993,206.589996,208.100006,208.100006,10284200,435,435.309998,426.109985,430.380005,430.380005,9945700
2019-12-30,289.459991,292.690002,285.220001,291.519989,290.044617,36028600,329.079987,329.190002,322.859985,323.309998,323.309998,4311500,207.860001,207.899994,203.899994,204.410004,204.410004,10524300,428.790009,429,409.26001,414.700012,414.700012,12586400
2019-12-31,289.929993,293.679993,289.519989,293.649994,292.163818,25201400,322,324.920013,321.089996,323.570007,323.570007,3713300,204,205.559998,203.600006,205.25,205.25,8953500,405,421.290009,402.079987,418.329987,418.329987,10285700
2020-01-02,296.23999,300.600006,295.190002,300.350006,298.829956,33870100,326.100006,329.980011,324.779999,329.809998,329.809998,4485800,206.75,209.789993,206.270004,209.779999,209.779999,12077100,424.5,430.700012,421.709991,430.26001,430.26001,9532100
2020-01-03,297.149994,300.579987,296.5,297.429993,295.924713,36580700,326.779999,329.859985,325.529999,325.899994,325.899994,3806900,207.210007,210.399994,206.949997,208.669998,208.669998,11188400,440.5,454,436.920013,443.01001,443.01001,17778500
2020-01-06,293.790009,299.959991,292.75,299.799988,298.282715,29596800,323.119995,336.359985,321.200012,335.829987,335.829987,5663100,206.699997,212.779999,206.520004,212.600006,212.600006,17058900,440.470001,451.559998,440,451.540009,451.540009,10133000
2020-01-07,299.839996,300.899994,297.480011,298.390015,296.879883,27218000,336.470001,336.700012,330.299988,330.75,330.75,4703200,212.820007,214.580002,211.75,213.059998,213.059998,14912400,461.399994,471.630005,453.359985,469.059998,469.059998,17882100
2020-01-08,297.160004,304.440002,297.160004,303.190002,301.655548,33019800,331.48999,342.700012,331.049988,339.26001,339.26001,7104500,213,216.240005,212.610001,215.220001,215.220001,13475000,473.700012,498.48999,468.230011,492.140015,492.140015,31144300
2020-01-09,307.23999,310.429993,306.200012,309.630005,308.062988,42527100,342,343.420013,334.609985,335.660004,335.660004,4709300,217.539993,218.380005,216.279999,218.300003,218.300003,12642800,497.100006,498.799988,472.869995,481.339996,481.339996,28440400
2020-01-10,310.600006,312.670013,308.25,310.329987,308.759399,35161200,337.130005,338.5,327.269989,329.049988,329.049988,4718300,219.199997,219.880005,217.419998,218.059998,218.059998,12119400,481.790009,484.940002,473.700012,478.149994,478.149994,12959500
2020-01-13,311.640015,317.070007,311.149994,316.959991,315.355865,30383000,331.799988,340.850006,331.51001,338.920013,338.920013,6290000,219.600006,221.970001,219.210007,221.910004,221.910004,14463400,493.5,525.630005,492,524.859985,524.859985,26517600
2020-01-14,316.700012,317.570007,312.170013,312.679993,311.097534,40488600,344.399994,345.380005,335.519989,338.690002,338.690002,7199400,221.610001,222.380005,218.630005,219.059998,219.059998,13288900,544.26001,547.409973,524.900024,537.919983,537.919983,28996200
2020-01-15,311.850006,315.5,309.549988,311.339996,309.764313,30480900,338.679993,343.170013,336.600006,339.070007,339.070007,5158000,220.610001,221.679993,220.139999,221.149994,221.149994,10036500,529.76001,537.840027,516.789978,518.5,518.5,17368800
2020-01-16,313.589996,315.700012,312.089996,315.23999,313.644562,27207300,343.5,343.559998,335.850006,338.619995,338.619995,5016000,222.570007,222.630005,220.389999,221.770004,221.770004,10015300,493.75,514.460022,492.170013,513.48999,513.48999,21736700
2020-01-17,316.269989,318.73999,315,318.730011,317.116943,34454100,341,341.570007,337.380005,339.670013,339.670013,6066500,222.029999,222.289993,220.529999,222.139999,222.139999,15905900,507.609985,515.669983,503.160004,510.5,510.5,13629100
2020-01-21,317.190002,319.019989,316,316.570007,314.967865,27710800,340,341,332.589996,338.109985,338.109985,14350300,222.160004,222.369995,219.119995,221.440002,221.440002,14275800,530.25,548.580017,528.409973,547.200012,547.200012,17803500
2020-01-22,318.579987,319.98999,317.309998,317.700012,316.092163,25458100,332.549988,336.299988,323.600006,326,326,21730000,222.309998,222.75,221.279999,221.320007,221.320007,12212800,571.890015,594.5,559.099976,569.559998,569.559998,31369000
2020-01-23,317.920013,319.559998,315.649994,319.230011,317.61441,26118000,326.040009,349.880005,325.01001,349.600006,349.600006,18200300,220.75,221.490005,219.270004,219.759995,219.759995,11195000,564.25,582,555.599976,572.200012,572.200012,19651000
2020-01-24,320.25,323.329987,317.519989,318.309998,316.699036,36634400,348.459991,359.850006,345.880005,353.160004,353.160004,17939700,220.800003,221.779999,216.110001,217.940002,217.940002,11905800,570.630005,573.859985,554.26001,564.820007,564.820007,14353600
2020-01-27,310.059998,311.769989,304.880005,308.950012,307.386414,40485000,345.950012,351.899994,341.019989,342.880005,342.880005,7709500,213.100006,216.059998,212.5,214.869995,214.869995,13810700,541.98999,564.440002,539.280029,558.02002,558.02002,13608100
2020-01-28,312.600006,318.399994,312.190002,317.690002,316.082184,40558500,345.880005,352.399994,342.779999,348.519989,348.519989,6821600,216.139999,218.740005,213.520004,217.789993,217.789993,13413800,568.48999,576.809998,558.080017,566.900024,566.900024,11788500
2020-01-29,324.450012,327.850006,321.380005,324.339996,322.698517,54057300,349,349.399994,338.549988,343.160004,343.160004,7643500,221.440002,224.199997,218.449997,223.229996,223.229996,33181300,575.690002,589.799988,567.429993,580.98999,580.98999,17801500
2020-01-30,320.540009,324.089996,318.75,323.869995,322.230896,31685800,341.100006,348.200012,339.25,347.73999,347.73999,5328100,206.529999,211.429993,204.75,209.529999,209.529999,48775500,632.419983,650.880005,618,640.809998,640.809998,29005700
2020-01-31,320.929993,322.679993,308.290009,309.51001,307.943604,49897100,347.390015,347.390015,340.980011,345.089996,345.089996,5230000,208.429993,208.690002,201.059998,201.910004,201.910004,31359900,640,653,632.52002,650.570007,650.570007,15719300
2020-02-03,304.299988,313.48999,302.220001,308.660004,307.0979,43496400,347.23999,359.630005,346.279999,358,358,6674900,203.440002,205.139999,202.5,204.190002,204.190002,15510500,673.690002,786.140015,673.52002,780,780,47233500
2020-02-04,315.309998,319.640015,313.630005,318.850006,317.236298,34154100,361,369.570007,356.100006,369.01001,369.01001,7161500,206.619995,210.600006,205.199997,209.830002,209.830002,19628900,882.960022,968.98999,833.880005,887.059998,887.059998,60938800
2020-02-05,323.519989,324.76001,318.950012,321.450012,319.823181,29706700,375.130005,375.25,362.299988,369.670013,369.670013,6437000,212.509995,212.729996,208.710007,210.110001,210.110001,12538200,823.26001,845.97998,704.109985,734.700012,734.700012,48423800
2020-02-06,322.570007,325.220001,320.26001,325.209991,323.564117,26356400,369.600006,371.549988,362.51001,366.950012,366.950012,3920400,210.470001,211.190002,209.339996,210.850006,210.850006,10567500,699.919983,795.830017,687,748.960022,748.960022,39880800
2020-02-07,322.369995,323.399994,318,320.029999,319.166016,29421000,365.040009,371.799988,363.570007,366.769989,366.769989,4385200,210.300003,212.820007,209.929993,212.330002,212.330002,12242500,730.549988,769.75,730,748.070007,748.070007,17063500
2020-02-10,314.179993,321.549988,313.850006,321.549988,320.681915,27337200,365,374.799988,362.519989,371.070007,371.070007,5294100,211.520004,213.800003,210.660004,213.059998,213.059998,11856400,800,819.98999,752.400024,771.280029,771.280029,24689200
2020-02-11,323.600006,323.899994,318.709991,319.609985,318.747131,23580800,373.75,378.109985,369.720001,373.690002,373.690002,4772900,210.190002,210.860001,206.509995,207.190002,207.190002,25030800,768.789978,783.51001,758,774.380005,774.380005,11697500
2020-02-12,321.470001,327.220001,321.470001,327.200012,326.316681,28432600,377.179993,380.619995,375.880005,380.01001,380.01001,4624800,207.850006,211.220001,207.399994,210.759995,210.759995,13813700,777.869995,789.75,763.369995,767.289978,767.289978,12022500
2020-02-13,324.190002,326.220001,323.350006,324.869995,323.99295,23686900,376.959991,385.369995,376.51001,381.399994,381.399994,4485400,209.520004,214.330002,209.179993,213.139999,213.139999,15396600,741.840027,818,735,804,804,26289300
2020-02-14,324.73999,325.980011,322.850006,324.950012,324.072754,20028400,381.470001,385.149994,379.429993,380.399994,380.399994,3736300,214,214.929993,212.649994,214.179993,214.179993,10741700,787.219971,812.969971,785.5,800.030029,800.030029,15693700
2020-02-18,315.359985,319.75,314.609985,319,318.138794,38132800,379.299988,389.540009,379.190002,387.779999,387.779999,5173900,213.550003,217.979996,213.399994,217.800003,217.800003,15609200,841.599976,860,832.359985,858.400024,858.400024,16381700
2020-02-19,320,324.570007,320,323.619995,322.746338,23496000,388.119995,392.950012,384.899994,386.190002,386.190002,4896400,217.990005,218.320007,216.110001,217.490005,217.490005,12135100,923.5,944.780029,901.02002,917.419983,917.419983,25423000
2020-02-20,322.630005,324.649994,318.209991,320.299988,319.435272,25141500,386.559998,389.700012,376.679993,386,386,4079400,216.520004,218.770004,212.949997,214.580002,214.580002,13109200,911.950012,912,859.940002,899.409973,899.409973,17634900
2020-02-21,318.619995,320.450012,310.5,313.049988,312.204865,32388500,385.329987,387.320007,377.899994,380.070007,380.070007,3930100,213.479996,214.240005,208.830002,210.179993,210.179993,14092300,906.97998,913.059998,880.450012,901,901,14314800
2020-02-24,297.26001,304.179993,289.230011,298.179993,297.375,55548800,364.76001,372.820007,361,368.700012,368.700012,6936400,201.800003,203.649994,198.169998,200.720001,200.720001,23080100,839,863.5,822.200012,833.789978,833.789978,15192200
2020-02-25,300.950012,302.529999,286.130005,288.079987,287.302277,57668400,372,375.649994,357.720001,360.089996,360.089996,6481200,202.25,203.5,195.949997,196.770004,196.770004,21433500,849,856.599976,787,799.909973,799.909973,17290500
2020-02-26,286.529999,297.880005,286.5,292.649994,291.859924,49513700,366.309998,382,365,379.23999,379.23999,8934100,197.190002,201.210007,195.490005,197.199997,197.199997,16524500,782.5,813.309998,776.109985,778.799988,778.799988,14085500
2020-02-27,281.100006,286,272.959991,273.519989,272.781586,79834500,371.459991,391.559998,370.600006,371.709991,371.709991,10949100,191.820007,195.880005,189.5,189.75,189.75,21641800,730,739.77002,669,679,679,24149300
2020-02-28,257.26001,278.410004,256.369995,273.359985,272.622009,106721200,364.209991,376.769989,356.799988,369.029999,369.029999,11178600,182.699997,192.740005,181.820007,192.470001,192.470001,32583500,629.700012,690.52002,611.52002,667.98999,667.98999,24564200
2020-03-02,282.279999,301.440002,277.720001,298.809998,298.003296,85349300,373.109985,381.359985,364.5,381.049988,381.049988,6997900,194.029999,196.570007,188.850006,196.440002,196.440002,24949000,711.26001,743.690002,686.669983,743.619995,743.619995,20195000
2020-03-03,303.670013,304,285.799988,289.320007,288.53894,79868900,381.029999,393.519989,367.399994,368.769989,368.769989,8364600,196.220001,197.240005,183.970001,185.889999,185.889999,27984100,805,806.97998,716.109985,745.51001,745.51001,25784000
2020-03-04,296.440002,303.399994,293.130005,302.73999,301.922699,54794600,377.769989,384.01001,370.51001,383.790009,383.790009,5487300,189.169998,191.830002,186.389999,191.759995,191.759995,23062500,763.960022,766.52002,724.72998,749.5,749.5,15049000
2020-03-05,295.519989,299.549988,291.410004,292.920013,292.129211,46893200,381,391.399994,368.640015,372.779999,372.779999,8747000,186.779999,188.990005,183.889999,185.169998,185.169998,19333400,723.77002,745.75,718.070007,724.539978,724.539978,10852700
2020-03-06,282,290.820007,281.230011,289.029999,288.249725,56544200,367.700012,371.309998,356.850006,368.970001,368.970001,8147200,178.330002,183.779999,176.259995,181.089996,181.089996,24559600,690,707,684.27002,703.47998,703.47998,12662900
2020-03-09,263.75,278.089996,263,266.170013,265.451447,71686200,343.859985,357.470001,341.720001,346.48999,346.48999,7405500,169.600006,175,165.190002,169.5,169.5,29949000,605.390015,663,605,608,608,17073700
2020-03-10,277.140015,286.440002,269.369995,285.339996,284.569672,71322500,356.429993,364.540009,347.850006,364.130005,364.130005,7604400,174.669998,178.289993,169.5,178.190002,178.190002,24517800,659.429993,668,608,645.330017,645.330017,15594400
2020-03-11,277.390015,281.220001,271.859985,275.429993,274.686432,63899700,358.920013,362.980011,344.790009,349.920013,349.920013,6036000,174.009995,175.880005,167.660004,170.240005,170.240005,20373900,640.200012,653.580017,613,634.22998,634.22998,13322500
2020-03-12,255.940002,270,248,248.229996,247.55986,104618500,326.5,335.720001,307.320007,315.25,315.25,12071600,159.539993,166.600006,154.339996,154.470001,154.470001,43266300,580.890015,594.5,546.25,560.549988,560.549988,18909100
2020-03-13,264.890015,279.920013,252.949997,277.970001,277.219574,92683000,330.51001,336.420013,307.390015,336.299988,336.299988,9458200,163.529999,170.789993,157.600006,170.279999,170.279999,35028600,595,607.570007,502,546.619995,546.619995,22640300
2020-03-16,241.949997,259.079987,240,242.210007,241.556122,80605900,306.630005,334.350006,294.75,298.839996,298.839996,10559900,152.320007,159.130005,143.100006,146.009995,146.009995,39120400,469.5,494.869995,442.170013,445.070007,445.070007,20489500
2020-03-17,247.509995,257.609985,238.399994,252.860001,252.177368,81014000,306.190002,322.899994,290.25,319.75,319.75,10013900,150.740005,153.940002,140,149.419998,149.419998,34255600,440.01001,471.850006,396,430.200012,430.200012,23994600
2020-03-18,239.770004,250,237.119995,246.669998,246.004074,75058400,302.399994,331.579987,300,315.470001,315.470001,12593600,139.75,148.179993,137.100006,146.960007,146.960007,37553100,389,404.859985,350.51001,361.220001,361.220001,23786200
2020-03-19,247.389999,252.839996,242.610001,244.779999,244.119171,67964300,324.329987,348.51001,316.820007,332.029999,332.029999,10616000,146.619995,159.929993,144.800003,153.130005,153.130005,39862300,374.700012,452,358.459991,427.640015,427.640015,30195500
2020-03-20,247.179993,251.830002,228,229.240005,228.62114,100423300,342.309998,350.48999,332,332.829987,332.829987,10853800,156.020004,159.270004,148,149.729996,149.729996,32568400,438.200012,477,425.790009,427.529999,427.529999,28285500
2020-03-23,228.080002,228.5,212.610001,224.369995,223.764267,84188200,347.890015,366.109985,340.880005,360.269989,360.269989,13449400,149.660004,152.309998,142.25,148.100006,148.100006,29830800,433.600006,442,410.5,434.290009,434.290009,16454500
2020-03-24,236.360001,247.690002,234.300003,246.880005,246.213516,71882800,369.98999,372.929993,353.029999,357.320007,357.320007,11638700,155.210007,161.309998,152.570007,160.979996,160.979996,30440400,477.299988,513.690002,474,505,505,22895200
2020-03-25,250.75,258.25,244.300003,245.520004,244.857178,75900500,361.019989,362,339.170013,342.390015,342.390015,8767200,158.919998,162.990005,153.059998,156.210007,156.210007,35184300,545.25,557,511.109985,539.25,539.25,21222700
2020-03-26,246.520004,258.679993,246.360001,258.440002,257.74231,63021800,344,363.839996,341.730011,362.98999,362.98999,7229600,158.25,164,157.020004,163.339996,163.339996,26556800,547.390015,560,512.25,528.159973,528.159973,17380700
2020-03-27,252.75,255.869995,247.050003,247.740005,247.071182,51054200,359.089996,368.559998,353,357.119995,357.119995,7948800,158.199997,160.089996,154.75,156.789993,156.789993,24879900,505,525.799988,494.029999,514.359985,514.359985,14377400
2020-03-30,250.740005,255.520004,249.399994,254.809998,254.122101,41994100,363,377.799988,361.170013,370.959991,370.959991,8622000,159.179993,166.75,158.059998,165.949997,165.949997,22515200,510.26001,516.650024,491.230011,502.130005,502.130005,11998100
2020-03-31,255.600006,262.48999,252,254.289993,253.6035,49250500,367.929993,383.01001,366.440002,375.5,375.5,9366500,165.479996,170.929993,164.199997,166.800003,166.800003,23676300,501.25,542.960022,497,524,524,17771500
2020-04-01,246.5,248.720001,239.130005,240.910004,240.259628,44054600,376.049988,380.230011,361.019989,364.079987,364.079987,6672500,161.619995,164.149994,158.039993,159.600006,159.600006,19507600,504,513.950012,475.100006,481.559998,481.559998,13353200
2020-04-02,240.339996,245.149994,236.899994,244.929993,244.268768,41483500,364.079987,370.98999,360.059998,370.079987,370.079987,4592500,159.100006,161.350006,155.919998,158.190002,158.190002,20886300,481.029999,494.26001,446.399994,454.470001,454.470001,19858400
2020-04-03,242.800003,245.699997,238.970001,241.410004,240.75827,32470000,367.470001,370.899994,357.51001,361.76001,361.76001,4860800,157.149994,157.910004,150.830002,154.179993,154.179993,25983300,509.5,515.48999,468.390015,480.01001,480.01001,22562100
2020-04-06,250.899994,263.109985,249.380005,262.470001,261.761414,50455100,365.220001,380.290009,361.709991,379.959991,379.959991,8183900,160.149994,166.199997,158.509995,165.550003,165.550003,28453600,511.200012,521,497.959991,516.23999,516.23999,14901800
2020-04-07,270.799988,271.700012,259,259.429993,258.729614,50721800,380,381.329987,369.339996,372.279999,372.279999,7046400,171.789993,173.389999,166.009995,168.830002,168.830002,31411900,545,565,532.340027,545.450012,545.450012,17919800
2020-04-08,262.73999,267.369995,261.230011,266.070007,265.351715,42223800,374.01001,378.390015,368.309998,371.119995,371.119995,6908900,171.25,175,167.740005,174.279999,174.279999,21664200,554.200012,557.210022,533.330017,548.840027,548.840027,12656000
2020-04-09,268.700012,270.070007,264.700012,267.98999,267.26651,40529100,371.059998,372.100006,363.029999,370.720001,370.720001,7711300,175.899994,177.080002,171.570007,175.190002,175.190002,23534300,562.090027,575.179993,557.109985,573,573,13650000
2020-04-13,268.309998,273.700012,265.829987,273.25,272.512329,32755700,371.309998,400.51001,367.700012,396.720001,396.720001,11692900,173.669998,175,169.449997,174.789993,174.789993,19355400,590.159973,652,580.530029,650.950012,650.950012,22475400
2020-04-14,280,288.25,278.049988,287.049988,286.275055,48748700,397.5,417.820007,394.850006,413.549988,413.549988,11581000,178.979996,181.229996,176.619995,178.169998,178.169998,21011800,698.969971,741.880005,692.429993,709.890015,709.890015,30576500
2020-04-15,282.399994,286.329987,280.630005,284.429993,283.66214,32788600,413,434.980011,412.25,426.75,426.75,13561200,175.190002,178.190002,172.820007,176.970001,176.970001,17423000,742,753.130005,710,729.830017,729.830017,23577000
2020-04-16,287.380005,288.200012,282.350006,286.690002,285.916046,39281300,437,449.519989,431.609985,439.170013,439.170013,16128700,177.949997,178.050003,172.509995,176.25,176.25,23593200,716.940002,759.450012,706.719971,745.210022,745.210022,20657900
2020-04-17,284.690002,286.950012,276.859985,282.799988,282.03653,53812500,431,432,414.700012,422.959991,422.959991,12616300,179.199997,180.279999,176.660004,179.240005,179.240005,20974800,772.280029,774.950012,747.659973,753.890015,753.890015,13128200
2020-04-20,277.950012,281.679993,276.850006,276.929993,276.182373,32503800,435.170013,444.48999,430.559998,437.48999,437.48999,12655800,177.410004,180.5,176.770004,178.240005,178.240005,16110700,732.700012,765.570007,712.210022,746.359985,746.359985,14746600
2020-04-21,276.279999,277.25,265.429993,268.369995,267.645477,45247900,444.769989,447,425.600006,433.829987,433.829987,23177600,175.25,175.380005,168.339996,170.800003,170.800003,24850500,730.119995,753.330017,673.789978,686.719971,686.719971,20209100
2020-04-22,273.609985,277.899994,272.200012,276.100006,275.354614,29264300,429.730011,433,413,421.420013,421.420013,21123800,178.449997,184.779999,178.139999,182.279999,182.279999,33369900,703.97998,734,688.710022,732.109985,732.109985,14224800
2020-04-23,275.869995,281.75,274.869995,275.029999,274.287506,31203600,419.26001,438.410004,419.26001,426.700012,426.700012,13952300,184.080002,187.050003,183.149994,185.130005,185.130005,21426600,727.599976,734,703.130005,705.630005,705.630005,13236700
2020-04-24,277.200012,283.01001,277,282.970001,282.206085,31627200,425,427.170013,415.880005,424.98999,424.98999,8670400,183.229996,190.410004,180.830002,190.070007,190.070007,28868500,710.809998,730.72998,698.179993,725.150024,725.150024,13237600
2020-04-27,281.799988,284.540009,279.950012,283.170013,282.405548,29271900,425,429,420.839996,421.380005,421.380005,6277500,192.660004,193.75,187.410004,187.5,187.5,29197800,737.609985,799.48999,735,798.75,798.75,20681400
2020-04-28,285.079987,285.829987,278.200012,278.579987,277.827911,28001200,419.98999,421,402.910004,403.829987,403.829987,10101200,188.660004,189.199997,182.559998,182.910004,182.910004,21731000,795.640015,805,756.690002,769.119995,769.119995,15222000
2020-04-29,284.730011,289.670013,283.890015,287.730011,286.953247,34320200,399.529999,415.859985,393.600006,411.890015,411.890015,9693100,190.929993,196.910004,190,194.190002,194.190002,45954500,790.169983,803.200012,783.159973,800.51001,800.51001,16216000
2020-04-30,289.959991,294.529999,288.350006,293.799988,293.006836,45457600,410.309998,424.440002,408,419.850006,419.850006,7939400,206.919998,209.690002,201.570007,204.710007,204.710007,46173300,855.190002,869.820007,763.5,781.880005,781.880005,28400100
2020-05-01,286.25,299,285.850006,289.070007,288.289612,60154200,415.100006,427.970001,411.730011,415.269989,415.269989,8299900,201.600006,207.279999,199.050003,202.270004,202.270004,30415600,755,772.77002,683.039978,701.320007,701.320007,32531800
2020-05-04,289.170013,293.690002,286.320007,293.160004,292.368561,33392000,417.779999,428.540009,414.869995,428.149994,428.149994,7799100,200.199997,205.910004,198.759995,205.259995,205.259995,19250700,701,762,698,761.190002,761.190002,19237100
2020-05-05,295.059998,301,294.459991,297.559998,296.756683,36937800,427.559998,431,421.559998,424.679993,424.679993,6286300,207.020004,210.380005,206.5,207.070007,207.070007,21071200,789.789978,798.919983,762.179993,768.210022,768.210022,16991700
2020-05-06,300.459991,303.23999,298.869995,300.630005,299.81839,35583400,429.299988,439.769989,426.390015,434.26001,434.26001,6660700,208.119995,211.600006,206.660004,208.470001,208.470001,21857000,776.5,789.799988,761.109985,782.580017,782.580017,11123200
2020-05-07,303.220001,305.170013,301.970001,303.73999,302.919983,28803800,436.890015,438.880005,430.660004,436.529999,436.529999,5641900,211.160004,211.600006,209.039993,211.259995,211.259995,15152000,777.210022,796.400024,772.349976,780.039978,780.039978,11527700
2020-05-08,305.640015,310.350006,304.290009,310.130005,310.130005,33512000,434.140015,442,433.640015,435.549988,435.549988,5054300,212.240005,213.210007,210.850006,212.350006,212.350006,12524000,793.77002,824,787.01001,819.419983,819.419983,16130100
2020-05-11,308.100006,317.049988,307.23999,315.01001,315.01001,36405900,436.329987,444.890015,435.559998,440.519989,440.519989,5480300,210.889999,215,210.369995,213.179993,213.179993,12893100,790.51001,824,785,811.289978,811.289978,16471100
2020-05-12,317.829987,319.690002,310.910004,311.410004,311.410004,40575300,442,444.170013,431.359985,431.820007,431.820007,4598200,213.289993,215.279999,210,210.100006,210.100006,14704600,827,843.289978,808,809.409973,809.409973,15906900
2020-05-13,312.149994,315.950012,303.209991,307.649994,307.649994,50155600,435.690002,447,427.269989,438.269989,438.269989,7014600,209.429993,210.779999,202.110001,205.100006,205.100006,20684600,820.830017,826,763.299988,790.960022,790.960022,19065500
2020-05-14,304.51001,309.790009,301.529999,309.540009,309.540009,39732300,444.899994,452.380005,432.820007,441.950012,441.950012,9007500,202.559998,206.929993,200.690002,206.809998,206.809998,17178900,780,803.359985,764,803.330017,803.330017,13682200
2020-05-15,300.350006,307.899994,300.209991,307.709991,307.709991,41587100,440.700012,455,437.51001,454.190002,454.190002,7244000,205.270004,211.339996,204.119995,210.880005,210.880005,19383200,790.349976,805.049988,786.549988,799.169983,799.169983,10518400
2020-05-18,313.170013,316.5,310.320007,314.959991,314.959991,33843100,451.160004,456.359985,443.350006,452.579987,452.579987,7780300,212.149994,214.639999,210.940002,213.190002,213.190002,20167400,827.780029,834.719971,803.880005,813.630005,813.630005,11698100
2020-05-19,315.029999,318.519989,313.01001,313.140015,313.140015,25432400,453.399994,458.970001,450.470001,451.040009,451.040009,4810500,213.270004,220.490005,212.830002,216.880005,216.880005,31843200,815.169983,822.070007,806.080017,808.01001,808.01001,9636500
2020-05-20,316.679993,319.519989,316.519989,319.230011,319.230011,27876200,454.25,455.809998,444,447.670013,447.670013,5607300,223.5,231.339996,223.190002,229.970001,229.970001,50162900,820.5,826,811.799988,815.559998,815.559998,7309300
2020-05-21,318.660004,320.890015,315.869995,316.850006,316.850006,25672200,448.559998,448.959991,430.25,436.25,436.25,9117300,234.720001,237.199997,231.199997,231.389999,231.389999,47782600,816,832.5,796,827.599976,827.599976,12254600
2020-05-22,315.769989,319.230011,315.350006,318.890015,318.890015,20450800,437,439.089996,427.179993,429.320007,429.320007,5422300,231.509995,235.990005,228.740005,234.910004,234.910004,33925600,822.169983,831.780029,812,816.880005,816.880005,9987500
2020-05-26,323.5,324.23999,316.5,316.730011,316.730011,31380500,427.769989,428.5,413.140015,414.769989,414.769989,7881100,239.770004,240.899994,231.669998,232.199997,232.199997,33178300,834.5,834.599976,815.710022,818.869995,818.869995,8089700
2020-05-27,316.140015,318.709991,313.089996,318.109985,318.109985,28236300,410.380005,420.019989,397.859985,419.890015,419.890015,10446300,229.070007,230.559998,221.130005,229.139999,229.139999,34697600,820.859985,827.710022,785,820.22998,820.22998,11549500
2020-05-28,316.769989,323.440002,315.630005,318.25,318.25,33390200,417.23999,422.369995,411.5,413.440002,413.440002,5655100,224.300003,231.630005,224,225.460007,225.460007,29377200,813.51001,824.75,801.690002,805.809998,805.809998,7255600
2020-05-29,319.25,321.149994,316.470001,317.940002,317.940002,38399500,417.459991,420.299988,411.850006,419.730011,419.730011,5270500,225.199997,227.490005,222.880005,225.089996,225.089996,23322500,808.75,835,804.210022,835,835,11812500
2020-06-01,317.75,322.350006,317.209991,321.850006,321.850006,20197800,418.829987,426.720001,415.980011,425.920013,425.920013,3743700,224.589996,232.440002,223.5,231.910004,231.910004,18223800,858,899,854.099976,898.099976,898.099976,14939500
2020-06-02,320.75,323.440002,318.929993,323.339996,323.339996,21910700,425.869995,427.589996,419.459991,427.309998,427.309998,3494800,230.940002,233,226.559998,232.720001,232.720001,20919000,894.700012,908.659973,871,881.559998,881.559998,13565600
2020-06-03,324.660004,326.200012,322.299988,325.119995,325.119995,26122800,426.950012,427.100006,418.049988,421.970001,421.970001,4316000,232.110001,232.649994,228.529999,230.160004,230.160004,15380300,888.119995,897.940002,880.099976,882.960022,882.960022,7949500
2020-06-04,324.390015,325.619995,320.779999,322.320007,322.320007,21890100,422.390015,428.709991,410.029999,414.329987,414.329987,5410500,229.559998,231.630005,224.610001,226.289993,226.289993,17041500,889.880005,895.75,858.440002,864.380005,864.380005,8887700
2020-06-05,323.350006,331.75,323.230011,331.5,331.5,34312600,407.290009,420.23999,404.25,419.600006,419.600006,5099600,226.710007,231.350006,225.309998,230.770004,230.770004,16750400,877.840027,886.52002,866.200012,885.659973,885.659973,7811900
